#{"t_start": 1768498935.0965388, "env_id": "None"}
r,l,t
-37.842854,24,32.582896
-36.948655,24,32.605617
-39.008548,24,32.628257
-38.266724,24,32.651234
-41.307259,24,32.673146
-44.469082,24,32.694946
-37.323424,24,32.716761
-32.850981,24,32.738495
-39.00478,24,32.760513
-36.877108,24,32.782425
-38.330467,24,32.804397
-39.86985,24,32.826433
-42.273879,24,32.848433
-37.264869,24,32.870441
-42.112008,24,32.892494
-40.69507,24,32.91445
-40.277442,24,32.936525
-40.638571,24,32.958438
-42.622356,24,32.980438
-34.763693,24,33.002373
-37.111039,24,33.02434
-37.417232,24,33.046229
-34.447942,24,33.068422
-36.865829,24,33.090497
-37.740964,24,33.112484
-41.373681,24,33.13445
-33.510984,24,33.156406
-36.138683,24,33.178344
-38.137984,24,33.200381
-31.959997,24,33.222325
-42.441157,24,33.244171
-43.970136,24,33.266275
-37.13,24,33.288095
-35.089154,24,33.310028
-41.299914,24,33.331997
-36.107598,24,33.353982
-39.838823,24,33.375907
-39.543836,24,33.397908
-36.922494,24,33.41988
-31.9692,24,33.441889
-38.456588,24,34.177713
-36.549591,24,34.200712
-42.308424,24,34.223034
-34.429507,24,34.245173
-39.857212,24,34.267344
-44.356109,24,34.289515
-41.865414,24,34.311659
-41.125419,24,34.333749
-43.682095,24,34.355976
-46.347327,24,34.377964
-35.032985,24,34.400004
-43.314994,24,34.422008
-36.960532,24,34.444036
-35.520829,24,34.466013
-33.062123,24,34.488052
-39.858255,24,34.510082
-45.112282,24,34.532389
-36.008407,24,34.55466
-40.800489,24,34.576681
-39.129311,24,34.598651
-38.99744,24,34.620614
-41.680352,24,34.642585
-42.386343,24,34.664526
-45.522182,24,34.686554
-40.260966,24,34.70853
-37.768684,24,34.730649
-41.484082,24,34.753991
-38.203883,24,34.77657
-37.742327,24,34.798568
-38.387053,24,34.82061
-47.474862,24,34.84258
-34.578933,24,34.864509
-38.140191,24,34.886446
-41.720503,24,34.908413
-41.662693,24,34.930389
-37.622239,24,34.952286
-44.538689,24,34.974202
-36.706878,24,34.996208
-36.508069,24,35.018173
-43.000672,24,35.040183
-41.512723,24,35.06254
-45.298723,24,35.08463
-48.436713,24,35.106739
-41.918915,24,35.128711
-41.353623,24,35.150662
-40.450207,24,35.172613
-36.800389,24,35.194551
-36.432391,24,35.21652
-42.634693,24,35.238501
-38.924352,24,35.260478
-37.929313,24,35.282374
-32.831721,24,35.304451
-39.279232,24,35.326515
-41.150661,24,35.348482
-39.072705,24,35.370359
-38.992192,24,35.395167
-44.919484,24,35.419403
-40.706284,24,35.442276
-36.708167,24,35.464389
-35.245443,24,35.486382
-43.080842,24,35.508551
-39.86273,24,35.530559
-36.822868,24,35.552953
-38.568179,24,35.575229
-41.638383,24,35.597197
-46.807678,24,35.619116
-36.147366,24,35.641083
-39.487795,24,35.66305
-37.133618,24,35.685082
-35.699209,24,35.707065
-39.578956,24,35.72913
-40.145996,24,35.751103
-41.897538,24,35.773102
-38.460541,24,35.795086
-39.919248,24,35.817201
-36.892282,24,35.839162
-36.670682,24,35.86119
-36.480354,24,35.883166
-40.035776,24,35.905096
-42.991564,24,35.927072
-35.981097,24,35.949049
-37.992317,24,35.971064
-43.75564,24,35.993026
-37.254657,24,36.015015
-40.48152,24,36.037005
-41.41809,24,36.771913
-36.359846,24,36.794655
-35.852259,24,36.81673
-30.661029,24,36.838754
-38.738638,24,36.860786
-43.165959,24,36.882874
-38.331262,24,36.904874
-44.65499,24,36.926922
-42.592441,24,36.949055
-34.93091,24,36.970859
-37.208915,24,36.992838
-40.137502,24,37.014829
-38.376334,24,37.036802
-37.177473,24,37.058777
-34.807575,24,37.080917
-38.328412,24,37.10289
-39.148413,24,37.124874
-30.219607,24,37.146788
-39.304159,24,37.168715
-42.29387,24,37.190673
-38.274611,24,37.212504
-40.048649,24,37.234394
-33.206765,24,37.25633
-37.332591,24,37.278216
-35.085358,24,37.300191
-41.357346,24,37.322522
-39.063848,24,37.345187
-40.211399,24,37.368443
-34.85862,24,37.39083
-39.871236,24,37.412868
-40.802988,24,37.434786
-37.937271,24,37.456622
-35.698114,24,37.478458
-39.417597,24,37.500341
-37.98022,24,37.522228
-42.437834,24,37.544202
-43.697099,24,37.566448
-38.165427,24,37.588424
-38.700181,24,37.610414
-36.034632,24,37.632385
-40.757821,24,37.654335
-44.484251,24,37.676071
-37.443487,24,37.69788
-35.353532,24,37.719753
-39.638691,24,37.741531
-39.011495,24,37.763386
-38.474147,24,37.785281
-38.35126,24,37.806996
-39.55683,24,37.82897
-37.339625,24,37.850844
-37.808459,24,37.872735
-36.604948,24,37.894684
-37.519483,24,37.916555
-42.999755,24,37.938426
-37.850897,24,37.96038
-43.395206,24,37.982137
-38.105446,24,38.00394
-32.96766,24,38.025756
-35.437684,24,38.047633
-39.899354,24,38.069348
-40.30455,24,38.091476
-38.988355,24,38.113407
-31.745523,24,38.135292
-38.552324,24,38.157458
-40.069132,24,38.17944
-36.056484,24,38.201389
-35.013144,24,38.223119
-40.16287,24,38.244978
-40.978418,24,38.266902
-39.344832,24,38.288739
-38.61919,24,38.31054
-39.905027,24,38.33242
-39.114475,24,38.354341
-31.881947,24,38.376109
-35.904344,24,38.39811
-37.503763,24,38.420066
-36.058874,24,38.441924
-37.933332,24,38.463877
-35.98933,24,38.48567
-36.781525,24,38.507528
-38.86653,24,38.529375
-32.412877,24,38.551392
-35.788773,24,38.57353
-40.174796,24,38.595393
-40.542754,24,38.617177
-37.418289,24,38.639022
-40.657708,24,39.373227
-46.218076,24,39.397111
-37.551124,24,39.420143
-39.246959,24,39.442837
-42.657305,24,39.465683
-35.891141,24,39.488584
-39.294854,24,39.511374
-40.528523,24,39.534168
-41.333025,24,39.556963
-38.739615,24,39.580118
-42.87272,24,39.603033
-36.985047,24,39.625741
-40.163421,24,39.648433
-38.132004,24,39.6713
-40.742491,24,39.694056
-41.192058,24,39.716809
-35.475622,24,39.739541
-36.143307,24,39.76227
-38.503827,24,39.784959
-38.636884,24,39.807607
-36.468666,24,39.830377
-40.618082,24,39.853129
-40.054066,24,39.875908
-41.536481,24,39.898559
-34.612451,24,39.921276
-38.646726,24,39.943764
-43.487639,24,39.966428
-33.692322,24,39.989155
-39.350278,24,40.011909
-40.987477,24,40.034596
-36.896181,24,40.0573
-35.127209,24,40.0801
-40.196145,24,40.102906
-34.993319,24,40.125578
-33.983037,24,40.148296
-36.452815,24,40.171062
-46.013309,24,40.194445
-32.172314,24,40.21798
-36.57585,24,40.24117
-43.480499,24,40.263905
-43.150076,24,40.286617
-39.987362,24,40.309246
-35.748251,24,40.33186
-39.599662,24,40.35431
-35.55553,24,40.376889
-33.441766,24,40.399475
-38.916667,24,40.422933
-40.320676,24,40.445934
-39.815351,24,40.468863
-37.850418,24,40.491796
-41.028078,24,40.514347
-32.959924,24,40.536288
-37.932906,24,40.558461
-33.959908,24,40.580592
-34.135277,24,40.602432
-39.14568,24,40.624353
-37.113192,24,40.646232
-39.531003,24,40.668307
-35.679436,24,40.690265
-39.746993,24,40.71216
-30.802535,24,40.734113
-31.708918,24,40.756196
-34.910546,24,40.778153
-38.440914,24,40.800085
-43.88526,24,40.822074
-40.204752,24,40.844105
-42.130208,24,40.866085
-35.660551,24,40.888099
-34.051327,24,40.910115
-42.252126,24,40.932124
-38.05819,24,40.954077
-42.290187,24,40.976095
-40.362985,24,40.998152
-41.881219,24,41.020204
-39.048322,24,41.042205
-39.759966,24,41.06421
-41.365044,24,41.08618
-39.941982,24,41.108295
-35.896584,24,41.130252
-36.909827,24,41.152184
-37.305631,24,41.174186
-35.754455,24,41.196162
-36.718626,24,41.218124
-37.337556,24,41.24016
-35.531027,24,41.26221
-37.478606,24,41.996332
-41.268335,24,42.02014
-43.467152,24,42.043014
-44.934779,24,42.066002
-37.292523,24,42.089073
-40.735483,24,42.112185
-40.658811,24,42.135061
-31.235094,24,42.15761
-34.600527,24,42.180453
-36.484326,24,42.203243
-38.185573,24,42.226055
-35.723305,24,42.248807
-31.900056,24,42.271518
-37.807532,24,42.295141
-36.231423,24,42.318246
-39.021522,24,42.341712
-39.259171,24,42.365762
-35.370518,24,42.389341
-37.137662,24,42.412028
-36.378496,24,42.434873
-34.965153,24,42.457655
-37.357115,24,42.480432
-34.911945,24,42.50322
-30.335858,24,42.52598
-37.940716,24,42.548776
-37.42995,24,42.571712
-40.166567,24,42.594897
-36.631642,24,42.617729
-35.441061,24,42.640512
-41.609938,24,42.663189
-39.493947,24,42.685947
-38.050469,24,42.708608
-40.027515,24,42.731325
-35.64341,24,42.754037
-35.215039,24,42.77674
-40.958813,24,42.799554
-41.645619,24,42.822367
-36.940386,24,42.845121
-37.025218,24,42.867894
-40.91806,24,42.890728
-37.08012,24,42.913448
-37.612207,24,42.9362
-34.038868,24,42.95883
-42.791632,24,42.981509
-36.271002,24,43.004222
-40.550256,24,43.026915
-35.646081,24,43.049635
-39.778967,24,43.072436
-38.23471,24,43.095315
-39.680855,24,43.118275
-44.24431,24,43.141145
-33.866176,24,43.163848
-40.340385,24,43.186587
-32.874843,24,43.209357
-39.587358,24,43.232388
-37.813655,24,43.255048
-42.138259,24,43.277781
-36.826035,24,43.30083
-38.435321,24,43.323585
-34.120186,24,43.346312
-35.695626,24,43.369061
-38.920875,24,43.391831
-35.256293,24,43.414615
-42.855254,24,43.437296
-35.814764,24,43.459965
-34.778312,24,43.482637
-34.031069,24,43.505407
-41.694301,24,43.527205
-43.021713,24,43.548904
-37.186043,24,43.570842
-39.765372,24,43.59298
-40.144022,24,43.614869
-43.323853,24,43.636862
-39.004455,24,43.658905
-40.356555,24,43.680846
-36.309727,24,43.702856
-31.197409,24,43.724791
-37.352778,24,43.746718
-40.508978,24,43.768574
-31.399348,24,43.791269
-43.977603,24,43.813094
-28.164021,24,43.834922
-38.081751,24,43.856882
-36.319222,24,43.878826
-34.425346,24,43.900862
-38.609219,24,44.636536
-35.907868,24,44.660165
-33.411513,24,44.68308
-33.962697,24,44.705971
-37.864634,24,44.728817
-39.881577,24,44.751716
-36.977511,24,44.774464
-36.172915,24,44.797226
-36.89725,24,44.820066
-38.075401,24,44.842785
-34.024834,24,44.865572
-37.499104,24,44.888361
-38.85703,24,44.911098
-37.618268,24,44.933758
-37.656261,24,44.956663
-38.077827,24,44.97947
-37.198987,24,45.002458
-37.617661,24,45.025265
-39.072861,24,45.047934
-38.741207,24,45.070804
-33.63183,24,45.09343
-36.90786,24,45.116335
-36.79229,24,45.139068
-34.484572,24,45.161711
-37.052407,24,45.184389
-43.499742,24,45.207124
-42.094327,24,45.229814
-38.170548,24,45.252571
-36.518097,24,45.275318
-35.536925,24,45.297954
-33.378661,24,45.320705
-40.628757,24,45.343316
-41.521471,24,45.366028
-32.950771,24,45.388656
-37.201465,24,45.411265
-37.739168,24,45.433925
-39.150647,24,45.456634
-35.604203,24,45.479305
-41.313918,24,45.501994
-37.700325,24,45.52469
-35.493942,24,45.547319
-35.5243,24,45.569997
-39.116403,24,45.592951
-33.021787,24,45.615722
-40.839018,24,45.638271
-33.619849,24,45.660906
-38.753689,24,45.683484
-38.385791,24,45.7062
-32.395625,24,45.728908
-38.64545,24,45.751811
-35.17841,24,45.774797
-37.313263,24,45.797422
-38.944174,24,45.820103
-37.606682,24,45.842729
-36.554817,24,45.865472
-31.281379,24,45.888081
-39.377892,24,45.910776
-37.011344,24,45.933402
-38.509941,24,45.956194
-35.410125,24,45.978982
-40.911577,24,46.001655
-35.577055,24,46.024563
-33.848213,24,46.047371
-37.875195,24,46.0702
-33.950232,24,46.092953
-34.853251,24,46.115733
-39.428281,24,46.138486
-36.484869,24,46.1612
-33.28434,24,46.183931
-35.274337,24,46.206658
-36.340217,24,46.229322
-40.150337,24,46.252052
-37.313873,24,46.27462
-40.222626,24,46.296628
-37.958165,24,46.318809
-42.248197,24,46.340646
-38.263105,24,46.363721
-43.138649,24,46.386036
-40.249986,24,46.407977
-41.387787,24,46.429831
-39.70861,24,46.45166
-31.330061,24,46.473375
-35.836675,24,46.495177
-30.232736,24,46.517049
-40.053437,24,46.538966
-33.55513,24,46.56064
-39.08498,24,47.351092
-36.489336,24,47.378256
-34.496721,24,47.401912
-35.335719,24,47.42499
-39.504513,24,47.447893
-32.69473,24,47.470905
-38.894959,24,47.493698
-39.18279,24,47.516549
-35.119128,24,47.539322
-38.930894,24,47.56211
-41.07019,24,47.585113
-36.895083,24,47.60822
-37.868735,24,47.630962
-44.352386,24,47.65367
-40.277196,24,47.676465
-36.89466,24,47.699176
-38.562488,24,47.722029
-36.694827,24,47.74476
-41.556331,24,47.767489
-37.426813,24,47.790242
-34.958931,24,47.813035
-34.526322,24,47.835713
-36.098214,24,47.858396
-38.522093,24,47.881022
-34.369013,24,47.903667
-38.897318,24,47.926331
-38.826575,24,47.949041
-31.989051,24,47.972005
-36.471076,24,47.994744
-40.123229,24,48.017453
-39.84055,24,48.040184
-35.639837,24,48.062855
-39.573961,24,48.085602
-38.557937,24,48.108346
-31.306897,24,48.131378
-38.659126,24,48.15415
-38.265312,24,48.176848
-37.316213,24,48.199578
-35.546414,24,48.222533
-43.387944,24,48.245233
-32.231389,24,48.268041
-37.245521,24,48.290609
-34.961667,24,48.313385
-40.192097,24,48.336082
-36.433899,24,48.358809
-37.956511,24,48.381525
-35.740675,24,48.40421
-39.403033,24,48.426889
-36.593658,24,48.449556
-37.106954,24,48.472372
-41.275515,24,48.495034
-41.36764,24,48.517736
-44.472542,24,48.540357
-32.386136,24,48.563058
-41.549486,24,48.585944
-45.313373,24,48.608969
-38.873739,24,48.631728
-40.240401,24,48.654439
-34.745781,24,48.677176
-34.386452,24,48.699837
-31.132108,24,48.722684
-33.388365,24,48.745369
-32.180214,24,48.768064
-40.534236,24,48.790698
-35.515414,24,48.813403
-36.741109,24,48.836042
-38.646098,24,48.85887
-37.093579,24,48.881573
-36.526832,24,48.904244
-43.304905,24,48.927007
-42.030132,24,48.949699
-34.800423,24,48.972645
-35.314261,24,48.995329
-37.554808,24,49.017995
-33.310817,24,49.040592
-39.818625,24,49.06329
-32.652749,24,49.085921
-39.419505,24,49.108732
-35.04645,24,49.13177
-39.507842,24,49.154627
-37.740807,24,49.177435
-42.470867,24,49.200114
-35.967542,24,49.222918
-37.18785,24,49.245577
-34.473838,24,49.268319
-36.5163,24,50.004201
-38.606591,24,50.027975
-37.927762,24,50.051029
-34.214907,24,50.073984
-37.048351,24,50.096825
-39.763585,24,50.119809
-34.739756,24,50.142727
-39.922489,24,50.165582
-34.83157,24,50.188329
-34.40939,24,50.211225
-37.142593,24,50.234013
-39.41792,24,50.256799
-41.013477,24,50.279644
-38.805334,24,50.302436
-33.396465,24,50.3253
-34.03296,24,50.348009
-36.359253,24,50.370919
-35.471077,24,50.393736
-38.60029,24,50.416606
-37.126224,24,50.439375
-33.245862,24,50.462114
-38.996582,24,50.484748
-36.372161,24,50.507566
-41.669974,24,50.530405
-38.252764,24,50.553122
-38.880759,24,50.575898
-36.920278,24,50.598807
-36.135768,24,50.621789
-33.674202,24,50.644472
-31.593798,24,50.667196
-33.453019,24,50.689903
-41.634411,24,50.712547
-36.069922,24,50.73527
-32.092361,24,50.757983
-34.047304,24,50.780661
-42.425272,24,50.803363
-33.585592,24,50.826054
-39.837456,24,50.848727
-38.246698,24,50.871586
-38.90755,24,50.894402
-35.322903,24,50.917113
-41.595099,24,50.939774
-32.973364,24,50.962734
-38.831237,24,50.985464
-37.416426,24,51.008049
-41.163695,24,51.030739
-33.836216,24,51.053399
-36.558751,24,51.076151
-38.606643,24,51.098781
-40.349576,24,51.121505
-29.452038,24,51.144607
-40.23349,24,51.167393
-35.521973,24,51.190035
-41.996683,24,51.212649
-42.903981,24,51.2353
-40.87739,24,51.257948
-39.158318,24,51.280682
-40.081804,24,51.303372
-32.305342,24,51.326071
-35.125855,24,51.348737
-36.662694,24,51.371578
-36.017769,24,51.394391
-37.245519,24,51.417172
-42.176944,24,51.439973
-42.053041,24,51.462662
-40.502305,24,51.485363
-36.985862,24,51.508039
-35.431464,24,51.530694
-36.933581,24,51.553414
-31.224147,24,51.576073
-38.538504,24,51.598917
-38.475399,24,51.622018
-34.556831,24,51.644945
-36.640383,24,51.667644
-35.215203,24,51.690353
-36.906579,24,51.713073
-36.736454,24,51.736431
-37.933785,24,51.759206
-33.104159,24,51.781927
-35.254593,24,51.804669
-39.325652,24,51.827412
-36.605896,24,51.850143
-36.383408,24,51.87287
-38.662697,24,51.895681
-34.730662,24,51.918395
-37.064739,24,52.654755
-37.717742,24,52.678627
-35.956876,24,52.701717
-37.399596,24,52.724555
-34.169742,24,52.747436
-41.367265,24,52.770334
-33.2594,24,52.793226
-36.505701,24,52.815963
-35.879937,24,52.838798
-33.84414,24,52.861831
-30.103851,24,52.88471
-34.031487,24,52.907445
-34.69674,24,52.93021
-37.724426,24,52.952977
-35.051092,24,52.975672
-36.835784,24,52.998442
-34.253972,24,53.021246
-39.462213,24,53.044052
-28.672062,24,53.066764
-41.268521,24,53.089545
-33.44147,24,53.112232
-39.332329,24,53.13499
-35.938067,24,53.157841
-35.516141,24,53.18058
-40.055945,24,53.203388
-34.198176,24,53.226103
-26.590967,24,53.248949
-32.590628,24,53.271826
-32.19905,24,53.294557
-38.908213,24,53.317345
-31.930438,24,53.340114
-36.228825,24,53.362802
-31.250918,24,53.385551
-35.408511,24,53.408265
-33.648834,24,53.430996
-32.513395,24,53.453741
-32.787241,24,53.476503
-35.840759,24,53.499163
-36.983364,24,53.521936
-36.599615,24,53.544772
-37.456309,24,53.567515
-34.673732,24,53.590236
-40.333946,24,53.61312
-38.023948,24,53.636326
-33.025385,24,53.659004
-30.555738,24,53.681723
-35.842542,24,53.704484
-34.254839,24,53.727235
-32.327833,24,53.749961
-42.060006,24,53.772764
-39.021109,24,53.795463
-33.82346,24,53.818208
-36.38769,24,53.840956
-33.266512,24,53.863636
-32.188612,24,53.886258
-35.6556,24,53.909043
-33.654791,24,53.931728
-34.057781,24,53.954564
-35.815922,24,53.977184
-29.093105,24,53.999998
-40.700739,24,54.022767
-34.846777,24,54.045464
-33.669477,24,54.068129
-36.873582,24,54.090852
-32.784757,24,54.113496
-37.41127,24,54.13614
-41.566545,24,54.159187
-35.082162,24,54.181897
-30.902714,24,54.204691
-36.388408,24,54.227384
-32.56206,24,54.250027
-37.402041,24,54.272887
-35.460314,24,54.295673
-39.774971,24,54.31834
-37.074386,24,54.34105
-39.269883,24,54.363737
-29.418648,24,54.386532
-35.161202,24,54.409277
-34.033425,24,54.431777
-34.394845,24,54.454514
-36.82562,24,54.477139
-31.018243,24,54.499814
-35.745271,24,54.522465
-36.976177,24,54.545213
-42.470581,24,54.567913
-32.371672,24,54.59056
-38.483762,24,55.324594
-33.521784,24,55.347509
-41.537036,24,55.369931
-34.237003,24,55.392131
-37.365762,24,55.414368
-37.008043,24,55.436456
-38.703792,24,55.460849
-36.878208,24,55.484622
-39.735423,24,55.507603
-38.728911,24,55.529758
-31.313984,24,55.551886
-35.474892,24,55.574088
-37.288659,24,55.596219
-34.594842,24,55.618479
-33.322715,24,55.64091
-35.199991,24,55.66303
-39.720982,24,55.685155
-32.101108,24,55.707396
-40.701581,24,55.729379
-31.301725,24,55.751456
-33.495485,24,55.773393
-31.003224,24,55.79536
-36.065712,24,55.817306
-33.995569,24,55.839255
-36.454875,24,55.861271
-32.857603,24,55.883255
-30.467587,24,55.905291
-39.182029,24,55.927327
-39.54868,24,55.94937
-40.26864,24,55.971524
-38.316296,24,55.993507
-35.630487,24,56.015497
-33.385217,24,56.037549
-34.058593,24,56.059482
-37.081927,24,56.081453
-29.367898,24,56.103474
-34.450036,24,56.125392
-32.319531,24,56.147387
-37.074303,24,56.169525
-36.722329,24,56.19164
-36.81271,24,56.213824
-39.270705,24,56.235853
-36.758707,24,56.257826
-39.27731,24,56.279833
-35.28332,24,56.301793
-37.619712,24,56.323693
-32.935557,24,56.345569
-37.863996,24,56.367527
-40.568996,24,56.389534
-30.920255,24,56.411535
-39.095052,24,56.433445
-42.302259,24,56.455511
-35.130364,24,56.477529
-32.753005,24,56.499587
-32.496099,24,56.521544
-38.080926,24,56.543497
-34.079582,24,56.565449
-41.203869,24,56.587434
-38.742344,24,56.609481
-33.467065,24,56.631601
-31.685611,24,56.653564
-36.23253,24,56.67556
-36.363966,24,56.697588
-38.51764,24,56.719623
-38.699239,24,56.741554
-36.676223,24,56.76359
-39.461021,24,56.785468
-36.731494,24,56.809866
-30.237477,24,56.833892
-31.690024,24,56.860576
-39.742646,24,56.888814
-34.089644,24,56.912561
-34.32981,24,56.936873
-31.621431,24,56.960305
-35.852968,24,56.983188
-34.959598,24,57.006055
-39.014602,24,57.028779
-36.842696,24,57.051612
-40.126879,24,57.074452
-34.083012,24,57.097276
-34.065213,24,57.120044
-33.352393,24,57.142749
-34.141701,24,57.165498
-32.307654,24,57.188399
-35.017338,24,57.21131
-32.849765,24,57.953037
-31.155426,24,57.975846
-33.310572,24,57.998066
-27.137575,24,58.020108
-36.710664,24,58.042138
-36.535461,24,58.064226
-36.549222,24,58.086273
-36.969316,24,58.108237
-37.074113,24,58.130219
-36.458927,24,58.152122
-35.070311,24,58.174017
-33.809751,24,58.195935
-35.221654,24,58.217893
-29.589313,24,58.23972
-32.26836,24,58.261706
-38.040052,24,58.283628
-35.183524,24,58.305503
-32.73458,24,58.327522
-38.486531,24,58.349414
-30.573715,24,58.3712
-32.530502,24,58.393178
-37.489904,24,58.41494
-35.029394,24,58.436729
-32.905058,24,58.458644
-36.366004,24,58.480414
-31.126282,24,58.50224
-34.179893,24,58.524025
-35.815669,24,58.545759
-34.447739,24,58.567713
-37.213065,24,58.589706
-36.332112,24,58.61159
-34.77481,24,58.633656
-37.444848,24,58.65571
-33.294242,24,58.677418
-43.230606,24,58.699256
-34.81386,24,58.721095
-34.301068,24,58.742904
-37.669998,24,58.76465
-36.82482,24,58.786555
-33.459529,24,58.808318
-37.423355,24,58.830174
-33.8976,24,58.851982
-34.016481,24,58.873759
-37.046053,24,58.895644
-32.826694,24,58.917512
-36.388667,24,58.939183
-30.941627,24,58.961065
-37.113249,24,58.982793
-33.643386,24,59.004649
-35.137952,24,59.026407
-40.990494,24,59.04825
-33.059125,24,59.070119
-34.544269,24,59.092097
-34.121624,24,59.113741
-30.537804,24,59.135541
-32.530577,24,59.157253
-33.442734,24,59.179236
-33.093974,24,59.201109
-34.887095,24,59.222779
-36.001761,24,59.244625
-35.742218,24,59.266387
-33.708304,24,59.288176
-37.29926,24,59.309995
-30.944229,24,59.331927
-36.91979,24,59.35376
-37.446108,24,59.37563
-35.544729,24,59.397672
-37.809843,24,59.41956
-35.315733,24,59.441238
-33.723381,24,59.463161
-34.8989,24,59.484933
-28.365499,24,59.506774
-35.19625,24,59.528621
-34.512819,24,59.550332
-31.937552,24,59.572219
-32.4667,24,59.59415
-32.434834,24,59.615851
-32.862749,24,59.637911
-33.215861,24,59.659797
-29.45429,24,59.681649
-31.089525,24,59.703361
-32.131542,24,59.725257
-35.821811,24,59.747097
-34.800633,24,59.768752
-34.546909,24,59.790645
-35.087754,24,60.525727
-32.979779,24,60.548302
-36.050699,24,60.57041
-34.821804,24,60.59244
-35.373874,24,60.614413
-38.888745,24,60.636877
-29.901631,24,60.658952
-31.422798,24,60.681044
-32.318046,24,60.703094
-34.804595,24,60.724965
-29.969309,24,60.746948
-36.315376,24,60.768858
-32.437626,24,60.790813
-35.681494,24,60.812777
-35.131021,24,60.834688
-32.928218,24,60.856588
-36.963053,24,60.878505
-28.584234,24,60.900402
-36.468748,24,60.92238
-30.666691,24,60.944318
-36.618723,24,60.966285
-36.909825,24,60.988122
-35.327279,24,61.00996
-32.499453,24,61.03182
-31.583727,24,61.053795
-39.081714,24,61.075584
-39.162272,24,61.097387
-30.708578,24,61.119303
-35.88093,24,61.141287
-32.846104,24,61.16331
-34.680101,24,61.185295
-27.076469,24,61.20729
-34.173511,24,61.229025
-27.285525,24,61.250896
-36.759614,24,61.272842
-32.049109,24,61.294686
-38.542568,24,61.316623
-32.891692,24,61.33917
-33.159432,24,61.363461
-34.938732,24,61.387116
-34.370493,24,61.409883
-33.719457,24,61.432013
-31.132709,24,61.454234
-38.248475,24,61.476312
-33.322915,24,61.498405
-33.484343,24,61.520456
-38.378543,24,61.542552
-37.044851,24,61.564575
-30.78262,24,61.586577
-34.048715,24,61.608543
-35.539543,24,61.630801
-31.362661,24,61.65323
-35.99997,24,61.675417
-34.885379,24,61.697484
-33.750277,24,61.71957
-33.2571,24,61.741668
-36.085666,24,61.76378
-33.782903,24,61.785824
-30.914368,24,61.807886
-34.040201,24,61.829831
-32.358452,24,61.851879
-34.517693,24,61.873892
-34.391707,24,61.895936
-34.041761,24,61.918194
-39.173051,24,61.94016
-34.102031,24,61.962335
-30.03061,24,61.984314
-34.813354,24,62.006377
-39.766445,24,62.028366
-33.270714,24,62.050424
-36.47699,24,62.0725
-36.157149,24,62.09453
-36.477464,24,62.116585
-34.397529,24,62.138562
-33.56986,24,62.160747
-29.947622,24,62.182932
-37.951216,24,62.20519
-35.185742,24,62.227207
-38.663609,24,62.249278
-32.245537,24,62.271283
-37.95823,24,62.293358
-31.095375,24,62.315415
-34.242342,24,62.337796
-34.23577,24,62.360346
-36.073455,24,62.383487
-34.607432,24,62.406111
-34.651985,24,63.142411
-28.882457,24,63.165457
-30.858628,24,63.187931
-34.696724,24,63.210272
-31.680035,24,63.232602
-35.532762,24,63.254818
-35.450181,24,63.277078
-32.624327,24,63.299311
-33.08544,24,63.321586
-36.542808,24,63.343693
-33.228539,24,63.365966
-30.561055,24,63.388047
-34.378349,24,63.410062
-35.178533,24,63.432181
-35.164909,24,63.454404
-32.916251,24,63.476573
-34.393865,24,63.49863
-32.670139,24,63.520898
-32.79586,24,63.542966
-32.498958,24,63.565109
-35.064927,24,63.587166
-31.694554,24,63.609315
-29.914452,24,63.631429
-33.568988,24,63.653823
-29.041626,24,63.676
-28.227741,24,63.698074
-33.596828,24,63.720129
-32.741611,24,63.742302
-34.996089,24,63.764615
-29.01391,24,63.786673
-35.94132,24,63.808735
-38.477572,24,63.83094
-33.971335,24,63.853069
-31.757408,24,63.875093
-35.824676,24,63.897191
-36.234667,24,63.919201
-25.918857,24,63.941429
-33.778718,24,63.963585
-30.762945,24,63.985686
-35.236004,24,64.007716
-25.744898,24,64.029995
-36.16299,24,64.05205
-33.091831,24,64.074142
-34.619185,24,64.096195
-36.92017,24,64.118283
-37.116578,24,64.140412
-38.811855,24,64.162531
-37.446374,24,64.184815
-34.176301,24,64.207047
-29.530391,24,64.229215
-31.349019,24,64.251293
-34.526415,24,64.27366
-39.314548,24,64.295695
-31.832483,24,64.317741
-28.862199,24,64.339805
-34.103023,24,64.361917
-32.546511,24,64.384056
-32.157863,24,64.406109
-32.064951,24,64.428072
-37.909211,24,64.450358
-28.306778,24,64.472397
-33.346184,24,64.494358
-29.83743,24,64.516599
-30.645466,24,64.538654
-33.760339,24,64.560732
-31.797016,24,64.582784
-33.020211,24,64.604905
-34.038713,24,64.627021
-35.745934,24,64.64937
-29.769454,24,64.671664
-29.823665,24,64.693799
-32.369369,24,64.715946
-36.194374,24,64.738059
-35.644787,24,64.76017
-36.619812,24,64.782509
-34.268315,24,64.804595
-35.405263,24,64.826652
-30.48857,24,64.848664
-37.707244,24,64.870745
-40.534713,24,64.89281
-31.261957,24,64.914738
-29.892835,24,64.936836
-30.353061,24,64.959054
-35.685019,24,64.981121
-34.967306,24,65.003142
